Ticker,Stock Name,Trade Date,Trade Time,Trade Size,Execution Time (ms),Trade Direction, Trade Price ,Exchange,Order type
CAT,Caterpillar Inc.,1/2/2024,10:05:29,229,337,SELL,$202.84 ,NYSE,MKT
AAPL,Apple Inc.,12/21/2023,10:47:55,687,437,BUY,$153.83 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/2/2024,14:02:33,201,858,SELL,$126.20 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/3/2024,14:45:12,549,924,BUY,$144.40 ,NYSE,MKT
CAT,Caterpillar Inc.,12/14/2023,15:48:18,691,279,SELL,$241.95 ,NYSE,MKT
CAT,Caterpillar Inc.,1/9/2024,12:36:44,560,517,SELL,$187.43 ,NYSE,MKT
AAPL,Apple Inc.,12/15/2023,13:45:18,745,781,SELL,$178.35 ,NASDAQ,MKT
AAPL,Apple Inc.,12/28/2023,15:31:27,719,742,BUY,$150.15 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/15/2024,11:12:39,196,517,SELL,$201.03 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/10/2024,12:20:10,756,672,BUY,$143.80 ,NYSE,MKT
CAT,Caterpillar Inc.,1/22/2024,13:08:47,756,501,SELL,$160.25 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/3/2024,11:54:38,580,573,BUY,$130.79 ,NYSE,MKT
CAT,Caterpillar Inc.,1/11/2024,11:19:57,719,331,BUY,$243.73 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/29/2023,14:37:51,561,493,BUY,$148.15 ,NYSE,MKT
CAT,Caterpillar Inc.,12/26/2023,10:41:59,753,383,BUY,$179.46 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/21/2023,15:57:15,569,130,SELL,$134.95 ,NYSE,MKT
CAT,Caterpillar Inc.,1/22/2024,11:01:38,436,216,BUY,$177.33 ,NYSE,MKT
CAT,Caterpillar Inc.,12/27/2023,10:34:08,719,679,SELL,$218.28 ,NYSE,MKT
CAT,Caterpillar Inc.,12/18/2023,12:14:37,802,310,SELL,$221.13 ,NYSE,MKT
AAPL,Apple Inc.,12/14/2023,11:18:06,481,614,BUY,$132.08 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/9/2024,13:00:05,599,677,SELL,$103.35 ,NYSE,MKT
CAT,Caterpillar Inc.,1/12/2024,9:08:00,250,628,SELL,$230.76 ,NYSE,MKT
AAPL,Apple Inc.,1/3/2024,13:50:49,850,498,SELL,$146.02 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/9/2024,15:21:20,917,291,SELL,$119.47 ,NYSE,MKT
AAPL,Apple Inc.,12/26/2023,13:59:21,354,116,BUY,$168.86 ,NASDAQ,MKT
AAPL,Apple Inc.,12/26/2023,10:02:03,341,404,SELL,$136.38 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/11/2024,12:27:44,944,845,BUY,$147.25 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/8/2024,15:37:43,899,133,SELL,$107.10 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/4/2024,10:06:22,273,239,BUY,$128.88 ,NYSE,MKT
CAT,Caterpillar Inc.,12/14/2023,12:52:10,38,240,BUY,$194.81 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/15/2024,9:57:40,957,136,BUY,$107.38 ,NYSE,MKT
AAPL,Apple Inc.,12/25/2023,14:49:43,214,106,SELL,$133.75 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/20/2023,10:52:03,842,118,BUY,$231.14 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/4/2024,11:31:29,690,289,BUY,$104.93 ,NYSE,MKT
AAPL,Apple Inc.,1/11/2024,14:34:39,666,475,BUY,$155.89 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/19/2024,12:48:48,974,386,BUY,$172.27 ,NYSE,MKT
CAT,Caterpillar Inc.,1/17/2024,13:17:52,913,374,SELL,$173.38 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/27/2023,12:31:01,390,677,BUY,$106.29 ,NYSE,MKT
CAT,Caterpillar Inc.,1/12/2024,10:17:47,158,119,SELL,$198.72 ,NYSE,MKT
CAT,Caterpillar Inc.,1/11/2024,9:57:04,69,742,SELL,$246.42 ,NYSE,MKT
AAPL,Apple Inc.,1/3/2024,13:59:45,222,337,SELL,$146.86 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/26/2023,14:19:55,190,886,SELL,$224.15 ,NYSE,MKT
AAPL,Apple Inc.,1/9/2024,14:18:12,94,579,SELL,$169.21 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/18/2023,13:15:05,381,894,SELL,$142.92 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/29/2023,14:29:20,595,342,SELL,$106.54 ,NYSE,MKT
AAPL,Apple Inc.,1/9/2024,15:38:10,562,488,SELL,$132.15 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/12/2023,12:53:00,618,992,BUY,$155.68 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/5/2024,15:56:50,823,537,SELL,$150.24 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/22/2023,11:17:10,964,830,BUY,$148.98 ,NYSE,MKT
CAT,Caterpillar Inc.,12/26/2023,15:41:32,766,774,BUY,$234.71 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/19/2024,15:54:04,480,214,BUY,$106.23 ,NYSE,MKT
AAPL,Apple Inc.,1/8/2024,11:38:26,874,835,SELL,$168.10 ,NASDAQ,MKT
AAPL,Apple Inc.,12/26/2023,15:33:31,998,596,SELL,$146.55 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/15/2024,15:34:23,97,962,SELL,$180.40 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/25/2023,14:59:42,251,361,BUY,$116.54 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/3/2024,11:28:54,518,945,BUY,$129.71 ,NYSE,MKT
CAT,Caterpillar Inc.,1/17/2024,12:04:52,473,716,SELL,$153.56 ,NYSE,MKT
AAPL,Apple Inc.,12/14/2023,11:28:26,363,362,BUY,$174.34 ,NASDAQ,MKT
AAPL,Apple Inc.,12/12/2023,10:52:38,508,169,BUY,$189.49 ,NASDAQ,MKT
AAPL,Apple Inc.,12/20/2023,15:30:51,161,901,SELL,$142.70 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/18/2023,14:37:58,192,295,SELL,$121.05 ,NYSE,MKT
CAT,Caterpillar Inc.,1/11/2024,9:24:35,700,288,BUY,$183.12 ,NYSE,MKT
AAPL,Apple Inc.,1/19/2024,14:28:31,713,460,SELL,$140.63 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/5/2024,13:07:41,892,999,SELL,$183.88 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/4/2024,12:35:04,697,496,BUY,$100.50 ,NYSE,MKT
AAPL,Apple Inc.,12/25/2023,13:59:53,536,276,SELL,$194.77 ,NASDAQ,MKT
AAPL,Apple Inc.,1/4/2024,9:00:32,813,875,BUY,$194.72 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/19/2023,14:22:53,567,735,BUY,$200.43 ,NYSE,MKT
CAT,Caterpillar Inc.,12/18/2023,10:27:10,648,896,BUY,$194.33 ,NYSE,MKT
CAT,Caterpillar Inc.,12/19/2023,12:43:06,498,392,BUY,$158.92 ,NYSE,MKT
AAPL,Apple Inc.,1/17/2024,11:50:26,971,771,BUY,$137.25 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/21/2023,15:12:49,280,658,SELL,$204.75 ,NYSE,MKT
CAT,Caterpillar Inc.,12/14/2023,9:44:15,581,813,BUY,$195.22 ,NYSE,MKT
CAT,Caterpillar Inc.,1/16/2024,13:04:08,166,102,BUY,$167.15 ,NYSE,MKT
AAPL,Apple Inc.,1/8/2024,10:52:04,206,917,BUY,$163.85 ,NASDAQ,MKT
AAPL,Apple Inc.,1/9/2024,15:36:24,611,516,SELL,$160.86 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/16/2024,15:26:34,327,515,BUY,$149.91 ,NYSE,MKT
CAT,Caterpillar Inc.,12/27/2023,15:50:11,844,711,SELL,$184.71 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/2/2024,12:26:11,777,339,SELL,$138.18 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/5/2024,12:05:57,889,187,BUY,$109.85 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/21/2023,9:07:25,227,720,SELL,$157.40 ,NYSE,MKT
CAT,Caterpillar Inc.,1/19/2024,12:59:50,246,417,BUY,$213.49 ,NYSE,MKT
CAT,Caterpillar Inc.,1/19/2024,9:08:03,165,949,BUY,$157.35 ,NYSE,MKT
AAPL,Apple Inc.,12/21/2023,13:12:44,889,660,SELL,$180.26 ,NASDAQ,MKT
AAPL,Apple Inc.,12/12/2023,10:08:35,775,613,BUY,$157.45 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/23/2024,14:52:34,695,874,SELL,$120.20 ,NYSE,MKT
CAT,Caterpillar Inc.,1/11/2024,13:48:54,67,677,SELL,$169.20 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/27/2023,11:31:01,611,942,BUY,$108.83 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/27/2023,9:59:25,450,546,BUY,$109.68 ,NYSE,MKT
CAT,Caterpillar Inc.,1/15/2024,15:15:33,879,442,BUY,$231.38 ,NYSE,MKT
CAT,Caterpillar Inc.,1/12/2024,9:44:43,380,515,SELL,$211.89 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/20/2023,10:44:29,652,835,BUY,$122.64 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/4/2024,9:26:39,174,325,BUY,$112.35 ,NYSE,MKT
AAPL,Apple Inc.,12/22/2023,15:15:13,50,461,BUY,$136.94 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/21/2023,14:09:13,222,122,BUY,$158.37 ,NYSE,MKT
CAT,Caterpillar Inc.,12/15/2023,15:51:47,857,698,BUY,$245.27 ,NYSE,MKT
CAT,Caterpillar Inc.,1/1/2024,15:15:56,690,454,SELL,$192.86 ,NYSE,MKT
CAT,Caterpillar Inc.,1/9/2024,9:59:30,536,707,SELL,$158.82 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/18/2024,9:21:13,871,258,SELL,$140.54 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/19/2024,11:16:24,372,596,SELL,$112.95 ,NYSE,MKT
CAT,Caterpillar Inc.,12/28/2023,15:38:58,247,834,BUY,$168.90 ,NYSE,MKT
CAT,Caterpillar Inc.,12/25/2023,11:03:30,942,835,SELL,$170.03 ,NYSE,MKT
CAT,Caterpillar Inc.,1/5/2024,13:58:18,302,703,BUY,$153.87 ,NYSE,MKT
CAT,Caterpillar Inc.,1/19/2024,10:22:18,279,255,SELL,$151.25 ,NYSE,MKT
CAT,Caterpillar Inc.,12/21/2023,10:12:20,258,897,BUY,$244.35 ,NYSE,MKT
CAT,Caterpillar Inc.,1/12/2024,13:06:46,779,104,SELL,$151.88 ,NYSE,MKT
AAPL,Apple Inc.,12/14/2023,9:01:08,318,489,SELL,$187.28 ,NASDAQ,MKT
AAPL,Apple Inc.,1/22/2024,14:01:14,827,594,BUY,$176.35 ,NASDAQ,MKT
AAPL,Apple Inc.,1/17/2024,9:02:02,199,150,BUY,$181.95 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/4/2024,10:52:25,857,987,SELL,$151.57 ,NYSE,MKT
AAPL,Apple Inc.,1/17/2024,14:30:01,44,280,BUY,$162.36 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/19/2024,11:24:14,666,582,BUY,$128.11 ,NYSE,MKT
CAT,Caterpillar Inc.,1/5/2024,14:05:26,218,583,SELL,$239.18 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/20/2023,10:37:25,875,451,BUY,$138.37 ,NYSE,MKT
CAT,Caterpillar Inc.,1/10/2024,12:36:13,531,323,BUY,$218.45 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/20/2023,10:33:14,770,647,BUY,$140.93 ,NYSE,MKT
AAPL,Apple Inc.,1/16/2024,12:13:41,168,614,SELL,$174.30 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/21/2023,10:20:36,81,480,BUY,$116.50 ,NYSE,MKT
AAPL,Apple Inc.,1/8/2024,15:18:25,50,389,SELL,$131.23 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/1/2024,11:57:08,125,479,BUY,$119.96 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/12/2024,12:33:46,123,464,SELL,$104.49 ,NYSE,MKT
CAT,Caterpillar Inc.,12/12/2023,15:26:06,965,993,SELL,$206.25 ,NYSE,MKT
CAT,Caterpillar Inc.,1/23/2024,13:59:24,497,806,SELL,$163.76 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/26/2023,12:04:29,607,632,BUY,$119.66 ,NYSE,MKT
AAPL,Apple Inc.,1/4/2024,9:31:12,211,450,SELL,$142.69 ,NASDAQ,MKT
AAPL,Apple Inc.,12/13/2023,15:21:52,983,660,SELL,$193.29 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/17/2024,10:08:47,944,527,BUY,$103.79 ,NYSE,MKT
AAPL,Apple Inc.,12/27/2023,9:48:24,679,429,SELL,$137.67 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/23/2024,12:05:45,755,903,BUY,$114.09 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/28/2023,10:08:41,150,923,SELL,$134.01 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/23/2024,15:40:20,762,973,SELL,$127.42 ,NYSE,MKT
CAT,Caterpillar Inc.,12/20/2023,13:54:29,413,514,BUY,$234.53 ,NYSE,MKT
CAT,Caterpillar Inc.,1/17/2024,11:18:49,937,677,BUY,$240.19 ,NYSE,MKT
AAPL,Apple Inc.,1/15/2024,15:58:25,99,996,BUY,$193.91 ,NASDAQ,MKT
AAPL,Apple Inc.,1/18/2024,10:16:24,697,556,SELL,$136.00 ,NASDAQ,MKT
AAPL,Apple Inc.,1/8/2024,10:22:16,493,980,BUY,$144.78 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/14/2023,13:30:23,526,635,SELL,$190.10 ,NYSE,MKT
AAPL,Apple Inc.,1/16/2024,10:12:48,683,553,SELL,$136.02 ,NASDAQ,MKT
AAPL,Apple Inc.,1/8/2024,15:20:01,225,435,SELL,$168.88 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/27/2023,11:31:14,543,886,BUY,$159.88 ,NYSE,MKT
AAPL,Apple Inc.,12/21/2023,13:41:53,235,113,BUY,$190.26 ,NASDAQ,MKT
AAPL,Apple Inc.,1/23/2024,9:02:09,920,447,SELL,$194.12 ,NASDAQ,MKT
AAPL,Apple Inc.,1/3/2024,12:48:20,674,557,SELL,$193.92 ,NASDAQ,MKT
AAPL,Apple Inc.,12/18/2023,11:21:22,148,914,SELL,$132.87 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/12/2024,13:20:56,712,137,SELL,$239.55 ,NYSE,MKT
AAPL,Apple Inc.,1/3/2024,15:33:14,89,868,BUY,$186.46 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/26/2023,11:58:33,642,109,SELL,$205.27 ,NYSE,MKT
CAT,Caterpillar Inc.,1/23/2024,10:55:42,308,353,BUY,$212.69 ,NYSE,MKT
AAPL,Apple Inc.,12/20/2023,14:08:22,123,990,SELL,$152.81 ,NASDAQ,MKT
AAPL,Apple Inc.,1/4/2024,9:37:23,737,212,BUY,$193.10 ,NASDAQ,MKT
AAPL,Apple Inc.,1/9/2024,9:15:53,744,778,SELL,$183.15 ,NASDAQ,MKT
AAPL,Apple Inc.,12/12/2023,15:30:31,518,948,SELL,$169.61 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/14/2023,13:41:52,477,779,BUY,$210.17 ,NYSE,MKT
CAT,Caterpillar Inc.,12/29/2023,12:29:46,135,361,BUY,$185.80 ,NYSE,MKT
CAT,Caterpillar Inc.,1/1/2024,14:07:59,88,150,BUY,$190.49 ,NYSE,MKT
AAPL,Apple Inc.,12/18/2023,13:40:33,600,356,BUY,$138.57 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/15/2024,13:29:55,510,441,BUY,$126.81 ,NYSE,MKT
AAPL,Apple Inc.,1/23/2024,14:12:36,655,393,BUY,$186.43 ,NASDAQ,MKT
AAPL,Apple Inc.,1/4/2024,13:31:27,833,525,SELL,$134.35 ,NASDAQ,MKT
AAPL,Apple Inc.,1/3/2024,13:56:42,240,231,SELL,$160.50 ,NASDAQ,MKT
AAPL,Apple Inc.,1/15/2024,11:23:58,939,238,SELL,$163.31 ,NASDAQ,MKT
AAPL,Apple Inc.,12/21/2023,14:45:23,28,180,SELL,$187.65 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/15/2023,13:57:44,714,889,BUY,$147.84 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/16/2024,11:24:53,228,486,BUY,$126.01 ,NYSE,MKT
AAPL,Apple Inc.,12/18/2023,14:16:47,741,674,SELL,$173.36 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/13/2023,12:06:01,94,477,BUY,$136.69 ,NYSE,MKT
AAPL,Apple Inc.,1/19/2024,15:24:13,664,758,BUY,$130.17 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/9/2024,10:50:44,472,848,SELL,$210.21 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/8/2024,11:16:40,837,122,SELL,$138.45 ,NYSE,MKT
CAT,Caterpillar Inc.,1/23/2024,11:34:24,288,430,SELL,$217.89 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/17/2024,15:40:42,465,237,BUY,$120.22 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/18/2024,14:11:56,435,919,SELL,$151.31 ,NYSE,MKT
AAPL,Apple Inc.,12/26/2023,14:38:30,73,371,SELL,$195.92 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/27/2023,15:55:45,806,977,BUY,$147.30 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/29/2023,10:40:42,226,662,BUY,$104.61 ,NYSE,MKT
CAT,Caterpillar Inc.,1/5/2024,9:56:15,112,394,BUY,$207.42 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/18/2023,12:30:29,749,974,BUY,$136.47 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/19/2024,14:22:54,582,759,BUY,$117.78 ,NYSE,MKT
CAT,Caterpillar Inc.,1/17/2024,13:58:39,320,319,BUY,$226.19 ,NYSE,MKT
CAT,Caterpillar Inc.,1/11/2024,13:52:44,658,100,BUY,$207.09 ,NYSE,MKT
AAPL,Apple Inc.,1/15/2024,15:19:07,708,302,SELL,$185.61 ,NASDAQ,MKT
AAPL,Apple Inc.,12/22/2023,14:30:44,603,236,SELL,$157.54 ,NASDAQ,MKT
AAPL,Apple Inc.,12/12/2023,14:38:16,588,329,SELL,$178.58 ,NASDAQ,MKT
AAPL,Apple Inc.,12/25/2023,15:47:08,733,322,BUY,$136.15 ,NASDAQ,MKT
AAPL,Apple Inc.,1/18/2024,13:08:57,600,393,BUY,$159.91 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/25/2023,15:03:28,64,771,SELL,$227.31 ,NYSE,MKT
CAT,Caterpillar Inc.,12/22/2023,14:24:10,450,226,BUY,$191.47 ,NYSE,MKT
AAPL,Apple Inc.,1/18/2024,14:02:37,227,999,BUY,$157.36 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/4/2024,12:07:57,13,151,SELL,$173.24 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/19/2023,15:06:46,390,954,BUY,$158.41 ,NYSE,MKT
AAPL,Apple Inc.,12/29/2023,10:12:32,991,100,BUY,$190.91 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/21/2023,9:35:05,552,420,SELL,$130.85 ,NYSE,MKT
AAPL,Apple Inc.,1/18/2024,10:47:08,883,708,SELL,$155.69 ,NASDAQ,MKT
AAPL,Apple Inc.,12/25/2023,12:19:04,87,776,BUY,$161.24 ,NASDAQ,MKT
AAPL,Apple Inc.,12/25/2023,10:41:38,304,684,SELL,$134.07 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/29/2023,15:04:37,448,309,BUY,$124.91 ,NYSE,MKT
AAPL,Apple Inc.,12/22/2023,15:15:22,372,311,SELL,$185.36 ,NASDAQ,MKT
AAPL,Apple Inc.,1/4/2024,9:48:50,60,624,SELL,$161.46 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/4/2024,10:55:40,845,923,SELL,$230.07 ,NYSE,MKT
CAT,Caterpillar Inc.,12/19/2023,11:34:13,674,369,BUY,$220.39 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/15/2024,10:27:28,761,523,SELL,$107.79 ,NYSE,MKT
CAT,Caterpillar Inc.,1/19/2024,10:22:43,272,180,BUY,$180.61 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/22/2023,10:18:38,161,451,BUY,$145.52 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/26/2023,13:31:30,367,533,SELL,$139.96 ,NYSE,MKT
AAPL,Apple Inc.,1/15/2024,14:47:36,950,347,SELL,$177.93 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/19/2024,11:32:08,816,698,BUY,$124.85 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/8/2024,11:32:59,282,535,SELL,$106.13 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/11/2024,12:21:50,880,566,BUY,$152.90 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/1/2024,15:11:45,295,967,SELL,$135.88 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/16/2024,9:02:15,154,820,SELL,$159.31 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/29/2023,11:24:24,36,649,SELL,$134.12 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/5/2024,9:08:48,569,490,BUY,$152.74 ,NYSE,MKT
AAPL,Apple Inc.,1/5/2024,13:00:19,402,209,BUY,$135.79 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/2/2024,9:31:58,361,959,BUY,$115.64 ,NYSE,MKT
AAPL,Apple Inc.,1/10/2024,9:54:13,794,353,SELL,$174.79 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/17/2024,15:33:45,171,339,SELL,$199.53 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/3/2024,10:48:59,536,435,SELL,$126.12 ,NYSE,MKT
CAT,Caterpillar Inc.,1/23/2024,9:27:49,581,461,BUY,$190.26 ,NYSE,MKT
AAPL,Apple Inc.,1/2/2024,12:01:03,653,292,SELL,$197.78 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/28/2023,14:05:34,151,468,BUY,$105.41 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/28/2023,11:25:41,543,498,SELL,$126.10 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/14/2023,11:49:57,169,275,BUY,$100.87 ,NYSE,MKT
AAPL,Apple Inc.,1/4/2024,12:28:16,157,582,BUY,$181.98 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/22/2023,13:02:33,909,522,BUY,$154.12 ,NYSE,MKT
AAPL,Apple Inc.,12/26/2023,9:21:09,763,997,SELL,$142.78 ,NASDAQ,MKT
AAPL,Apple Inc.,12/15/2023,11:05:05,163,933,SELL,$192.21 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/23/2024,12:26:52,541,731,BUY,$162.16 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/5/2024,12:27:52,438,839,BUY,$116.43 ,NYSE,MKT
CAT,Caterpillar Inc.,1/15/2024,10:36:23,159,886,BUY,$229.95 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/17/2024,12:56:27,272,229,BUY,$101.33 ,NYSE,MKT
CAT,Caterpillar Inc.,1/22/2024,9:11:48,559,141,BUY,$238.50 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/28/2023,10:29:06,791,822,BUY,$123.84 ,NYSE,MKT
AAPL,Apple Inc.,1/16/2024,11:39:10,185,923,SELL,$166.48 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/25/2023,13:34:07,459,651,SELL,$158.70 ,NYSE,MKT
AAPL,Apple Inc.,12/19/2023,9:04:41,820,196,BUY,$162.97 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/12/2023,14:08:06,420,584,BUY,$131.81 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/29/2023,15:07:14,425,838,SELL,$131.51 ,NYSE,MKT
CAT,Caterpillar Inc.,1/11/2024,10:08:04,10,335,BUY,$203.55 ,NYSE,MKT
CAT,Caterpillar Inc.,1/12/2024,15:07:52,677,511,BUY,$243.83 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/23/2024,15:23:14,995,648,SELL,$135.91 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/14/2023,14:17:40,158,684,SELL,$154.80 ,NYSE,MKT
AAPL,Apple Inc.,1/9/2024,9:49:00,111,278,BUY,$171.40 ,NASDAQ,MKT
AAPL,Apple Inc.,1/22/2024,9:40:01,546,811,BUY,$178.03 ,NASDAQ,MKT
AAPL,Apple Inc.,12/27/2023,12:22:48,989,790,BUY,$136.07 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/25/2023,12:13:22,437,754,BUY,$144.95 ,NYSE,MKT
CAT,Caterpillar Inc.,1/12/2024,15:20:28,952,538,SELL,$200.25 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/12/2023,13:05:14,885,695,BUY,$145.86 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/15/2023,13:17:05,517,269,BUY,$131.49 ,NYSE,MKT
AAPL,Apple Inc.,1/12/2024,10:38:03,970,138,SELL,$134.99 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/19/2023,15:54:06,331,745,BUY,$114.25 ,NYSE,MKT
CAT,Caterpillar Inc.,1/15/2024,10:07:43,996,771,BUY,$190.03 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/28/2023,12:50:34,211,375,BUY,$121.29 ,NYSE,MKT
CAT,Caterpillar Inc.,12/15/2023,13:46:07,929,362,BUY,$210.15 ,NYSE,MKT
AAPL,Apple Inc.,1/19/2024,10:29:54,326,234,SELL,$194.37 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/22/2023,15:58:33,362,781,SELL,$248.52 ,NYSE,MKT
CAT,Caterpillar Inc.,12/14/2023,11:50:14,921,319,SELL,$191.33 ,NYSE,MKT
CAT,Caterpillar Inc.,1/18/2024,9:02:41,320,950,BUY,$214.81 ,NYSE,MKT
CAT,Caterpillar Inc.,12/27/2023,14:06:58,879,721,BUY,$245.98 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/9/2024,14:50:25,372,193,SELL,$154.37 ,NYSE,MKT
AAPL,Apple Inc.,1/9/2024,14:07:07,255,654,BUY,$140.31 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/5/2024,11:00:04,750,432,BUY,$155.73 ,NYSE,MKT
CAT,Caterpillar Inc.,12/21/2023,14:45:01,197,327,SELL,$154.73 ,NYSE,MKT
